"time","V1","V2","Va","D","y1 (% relative to rated power)","y2 (% relative to rated power)","out1","out2"
"11/01/2010 00:10",8.2,7.2,7.17570460767046,64.85,41.6121212121212,30.0060606060606,0,0
"11/01/2010 00:20",8.7,7.7,7.67448706417764,64.06,48.3454545454545,37.3333333333333,0,0
"11/01/2010 00:30",8.9,7.6,7.57515218378597,63.98,53.9757575757576,38.7272727272727,0,0
"11/01/2010 00:40",8.3,7.4,7.37887725356635,63.29,45.4181818181818,35.4181818181818,0,0
"11/01/2010 00:50",9.3,8.2,8.18012610707151,64.07,61.969696969697,48.6424242424242,0,0
"11/01/2010 01:00",9.6,8.5,8.48135234367537,67.59,64.5454545454545,53.5151515151515,0,0
"11/01/2010 01:10",10.1,8.4,8.38391829975616,67.61,73.6606060606061,52.4969696969697,0,0
"11/01/2010 01:20",10.9,8.6,8.58706554715708,69.45,85.9333333333333,55.7636363636364,0,0
"11/01/2010 01:30",10.5,8.6,8.59174375287028,72.96,80.0727272727273,54.3757575757576,0,0
"11/01/2010 01:40",9.7,8.9,8.89444061224129,73.48,69.0969696969697,57.4666666666667,0,0
"11/01/2010 01:50",10.9,8.5,8.49780519510469,73.34,86.0060606060606,54.8606060606061,0,0
"11/01/2010 02:00",11,8.7,8.69839145117862,73.82,88.030303030303,55.969696969697,0,0
"11/01/2010 02:10",10.7,8.7,8.69914692818198,75.77,84.2969696969697,55.369696969697,0,0
"11/01/2010 02:20",9.9,7.9,7.90104466151786,77.14,70.0787878787879,41.3818181818182,0,0
"11/01/2010 02:30",8.4,7.8,7.80126824399964,76.65,46.8666666666667,39.1818181818182,0,0
"11/01/2010 02:40",7.4,7.1,7.10198739145089,79.72,33.6787878787879,31.7333333333333,0,0
"11/01/2010 02:50",7.2,6.9,6.90240218147698,76.58,32.9151515151515,31.7454545454545,0,0
"11/01/2010 03:00",6.8,6.9,6.90318909517148,75.86,28.1878787878788,29.7393939393939,0,0
"11/01/2010 03:10",7.1,6.5,6.50381272842155,75.2,30.569696969697,26.3575757575758,0,0
"11/01/2010 03:20",8,7.3,7.30509318707675,72.75,43.3575757575758,33.5333333333333,0,0
"11/01/2010 03:30",8.9,7.2,7.20423717377904,73.61,55.8,35.369696969697,0,0
"11/01/2010 03:40",9,7.5,7.50473514265208,72.15,56.5333333333333,37.8242424242424,0,0
"11/01/2010 03:50",9.1,7.8,7.80493720782064,69.88,59.0242424242424,40.6545454545455,0,0
"11/01/2010 04:00",9.1,7.5,7.5056562451629,71.33,56.4181818181818,37.6060606060606,0,0
"11/01/2010 04:10",8.6,8.2,8.20736142361189,74.09,50,45.830303030303,0,0
"11/01/2010 04:20",7.9,7.1,7.1082422648081,76.47,40.3030303030303,31.6060606060606,0,0
"11/01/2010 04:30",7.3,7.3,7.30931059423093,76.9,31.7878787878788,36.5878787878788,0,0
"11/01/2010 04:40",7.5,7.4,7.40971628371625,76.15,31.8909090909091,33.8787878787879,0,0
