"time","V1","V2","Va","D","y1 (% relative to rated power)","y2 (% relative to rated power)","out1","out2"
"11/01/2010 00:10",5.9,6.7,6.68456811514862,55.9,15.2848484848485,25,0,0
"11/01/2010 00:20",6,7,6.98410263951233,56.07,17.6666666666667,29.3151515151515,0,0
"11/01/2010 00:30",6.5,6.8,6.78516537895455,56.72,23.2909090909091,26.5272727272727,0,0
"11/01/2010 00:40",6.9,7.2,7.18612812761913,58.92,28.6484848484848,32.2969696969697,0,0
"11/01/2010 00:50",6.9,7.6,7.58940576178243,59.65,28.0484848484849,37.5757575757576,0,0
"11/01/2010 01:00",7.3,9.4,9.38922107896553,60.06,33.9333333333333,67.5454545454545,0,0
"11/01/2010 01:10",8.4,9.6,9.59143482282535,63.64,50.8121212121212,70.9818181818182,0,0
"11/01/2010 01:20",9.2,8.4,8.39367590737398,63.18,61.5818181818182,50.1454545454545,0,0
"11/01/2010 01:30",8.6,8.5,8.49552232706454,64.26,51.4666666666667,52.3757575757576,0,0
"11/01/2010 01:40",8.1,8.3,8.29836515286365,64.93,43.0181818181818,48.7030303030303,0,0
"11/01/2010 01:50",8.2,8.2,8.19966779982452,62.7,43.5818181818182,48.5757575757576,0,0
"11/01/2010 02:00",8.8,9.1,9.10220398415054,62.27,57.3151515151515,63.3151515151515,0,0
"11/01/2010 02:10",8.7,9,9.00360676122458,62.7,56.8242424242424,61.1212121212121,0,0
"11/01/2010 02:20",8,7.9,7.90495405302399,63.57,43.169696969697,43.0848484848485,0,0
"11/01/2010 02:30",8,8.5,8.50715185201793,65.45,42.1393939393939,50.6969696969697,0,0
"11/01/2010 02:40",7.8,8.5,8.50911932234435,67.46,39.8969696969697,51.3636363636364,0,0
"11/01/2010 02:50",8,8.4,8.41037378891749,65.13,44.1878787878788,50.1151515151515,0,0
"11/01/2010 03:00",7.9,7.9,7.91085938923939,63.64,43,43.3333333333333,0,0
"11/01/2010 03:10",7.8,8.7,8.71287720150101,63.29,42.7030303030303,56.2484848484848,0,0
"11/01/2010 03:20",8.1,9.2,9.21366308068091,61.81,44.5878787878788,63.9333333333333,0,0
"11/01/2010 03:30",8.2,8.9,8.91330807080208,62.67,46.8060606060606,58.0363636363636,0,0
"11/01/2010 03:40",8.3,8.7,8.71373640493816,62.35,49.5757575757576,54.2909090909091,0,0
"11/01/2010 03:50",8.9,8.7,8.71360652181641,67,58.8060606060606,52.3575757575758,0,0
"11/01/2010 04:00",8.7,8.8,8.81427606122774,68.16,53.6666666666667,55.4727272727273,0,0
"11/01/2010 04:10",8.1,7.9,7.91385375720911,66.23,44.3030303030303,41.7757575757576,0,0
"11/01/2010 04:20",8.1,7.7,7.71446252300315,67.23,43.7454545454545,37.6666666666667,0,0
"11/01/2010 04:30",7.7,7.5,7.51411049480388,66.43,38.2060606060606,36.3333333333333,0,0
"11/01/2010 04:40",7.5,7.8,7.81528513706245,70.55,35.230303030303,40.9393939393939,0,0
"11/01/2010 04:50",7.3,7.7,7.71623166723555,68.77,33.4363636363636,37.2666666666667,0,0
"11/01/2010 05:00",7.3,7.8,7.81677608476096,73.11,31.8727272727273,40.4848484848485,0,0
"11/01/2010 05:10",8,8.5,8.51918409469422,75.51,42.9212121212121,51.8787878787879,0,0
"11/01/2010 05:20",8.2,8.8,8.81964089930923,75.87,45.9636363636364,54.7636363636364,0,0
"11/01/2010 05:30",7.9,8.5,8.5195478233334,78.81,42.2484848484848,50.2060606060606,0,0
"11/01/2010 05:40",8.4,8.8,8.81833710622408,82.4,48.1636363636364,54.9575757575757,0,0
"11/01/2010 05:50",8.4,8.6,8.61643410260034,84,50.7151515151515,51.769696969697,0,0
"11/01/2010 06:00",8,8.5,8.5187582642667,76.54,46.1393939393939,53.2484848484848,0,0
"11/01/2010 06:10",9,9,9.02154564684426,78.42,60.5090909090909,61.6121212121212,0,0
"11/01/2010 06:20",8.7,9,9.02087834462193,78.14,55.0787878787879,61.4666666666667,0,0
"11/01/2010 06:30",8.4,9.1,9.12162065248505,79.81,51.6909090909091,62.0121212121212,0,0
"11/01/2010 06:40",8.6,8.9,8.91968272529758,85,51.9393939393939,56.2666666666667,0,0
"11/01/2010 06:50",8.4,8.7,8.71814930587729,84.9,50.9636363636364,54.8969696969697,0,0
"11/01/2010 07:00",8.2,9,9.01875874006635,81.5,47.0909090909091,59.6121212121212,0,0
"11/01/2010 07:10",8.7,9.2,9.22018538886913,82,53.3272727272727,63.7757575757576,0,0
"11/01/2010 07:20",9.3,10.1,10.1212356201522,81.7,66.2,80.6969696969697,0,0
"11/01/2010 07:30",9.5,10.1,10.1231959067918,79.4,69.8848484848485,83.0848484848485,0,0
"11/01/2010 07:40",10,10.6,10.6254567493057,78.67,80.0242424242424,90.3212121212121,0,0
"11/01/2010 07:50",10.3,10.7,10.7265179986,81.4,83.8606060606061,91.6181818181818,0,0
"11/01/2010 08:00",10.2,10.3,10.3239535326258,84.6,80.5151515151515,82.2484848484848,0,0
"11/01/2010 08:10",9.5,10.1,10.1224973742832,83,73.0424242424242,78.9090909090909,0,0
"11/01/2010 08:20",9.1,9.8,9.82296947818337,83.4,62.8,74.8121212121212,0,0
"11/01/2010 08:30",9.4,10.1,10.1247269860099,83.7,68.8242424242424,79.8181818181818,0,0
"11/01/2010 08:40",9.7,9.5,9.52199382383325,85.9,74.5636363636364,70.2,0,0
"11/01/2010 08:50",9.4,9,9.01906129488045,86.1,68.9575757575758,59.6060606060606,0,0
"11/01/2010 09:00",9.3,9,9.02118348545173,86.2,69.1515151515152,60.8545454545455,0,0
"11/01/2010 09:10",9.5,9.4,9.42399753490452,85.8,71.9757575757576,69.0242424242424,0,0
"11/01/2010 09:20",9.5,9.6,9.6232072145748,86.6,73.7272727272727,71.6424242424242,0,0
"11/01/2010 09:30",9.7,9.6,9.62236525304088,86.1,73.8424242424242,70.8181818181818,0,0
"11/01/2010 09:40",9.1,9.5,9.52270248287569,87.9,63.5636363636364,68.5151515151515,0,0
"11/01/2010 09:50",9.3,9.6,9.62379310238232,87.5,67.5030303030303,70.5090909090909,0,0
"11/01/2010 10:00",9.8,9.8,9.82380011708517,86.3,74.1818181818182,75.5272727272727,0,0
"11/01/2010 10:10",9.7,10.1,10.1256329930983,87.2,74.7878787878788,79.2121212121212,0,0
